native_pin,mdl_yr,mfg_dt,eph_decal_model_nm,end_cptr_dt,max_Total.Separator.Hours,end_engn_hours_Total.Separator.Hours,Mid_Latitude,Mid_Longitude,Header.Width, City,State,Country
1Z0S760ATJD142d5a0c2,2018,4/11/2018,S760,12/11/2025,3068.4,4907.35,50,28.8,5.6,Никонівка,Zhytomyr Oblast,Ukraine
1Z0S770AVLE14698082f,2020,3/24/2020,S770,12/10/2025,3587.95,5593.3,48.8,31.9,5.6,Василівка,Kirovohrad Oblast,Ukraine
1CQS550ACF0090213,2015,1/19/2015,S550,8/1/2025,3645.3,5067.35,-18.5,-48.4,7,Araguari,Minas Gerais,Brazil
1H0S670SCE0766495,2014,3/27/2014,S670,12/11/2025,3047.35,4711,39.6,-76,9.144,North East,Maryland,United States
1CQS550ATJ0125206,2018,9/3/2018,S550,12/4/2025,3541.5,5651.95,-24.7,-53.6,,,Paraná,Brazil
1Z0S770ALJF111871,2018,6/5/2018,S770,12/11/2025,3236.7,3973.1,-28.9,115.8,12.1,Canna,Western Australia,Australia
1J0S780BCL0135113,2020,10/5/2020,S780,12/11/2025,4028.7,5385.75,-38.9,-61.7,13.5,Pehuen Co,Buenos Aires Province,Argentina
1H0S670SCF0775862,2015,5/1/2015,S670,11/5/2025,4290.25,6074.25,47.5,-99.1,9.144,Carrington,North Dakota,United States
1H0S670SJE0766625,2014,5/21/2014,S670,10/2/2025,3086.5,4398.6,42.2,-103,9.144,Alliance,Nebraska,United States
1H0S680SJE0766467,2014,5/8/2014,S680,12/5/2025,3312.85,3960.9,-28.3,114.6,12,Alma,Western Australia,Australia
1H0S680SKC07f20a343c,2012,3/20/2012,S680,9/20/2025,3934.65,6490.9,44.1,23.8,9.143999,Segarcea,Dolj,Romania
1Z0S680AKGC102549,2016,6/21/2016,S680,12/11/2025,3096.8,4343.75,-35.2,141.4,12,Cowangie,Victoria,Australia
1Z0W540AVFD097c8e4f0,2015,3/31/2015,W540,8/16/2025,4620.9,7558.55,43.4,76.7,6,,Almaty Region,Kazakhstan
1Z0S670AAEL03a15798b,2014,6/1/2014,S670,12/3/2025,3659.6,6679.65,48.1,21.5,7.35,Rakamaz,Szabolcs-Szatmár-Bereg,Hungary
1H0S680STE0766478,2014,5/8/2014,S680,9/26/2025,3258.55,4632.35,49.5,-111.2,12.192,Etzikom,Alberta,Canada
1J0S670BCG0110188,2016,4/21/2016,S670,12/11/2025,6174.55,10278.25,-38.3,-58.7,12,Tamangueyú,Buenos Aires Province,Argentina
1J0S670BEG0110240,2016,9/30/2016,S670,12/11/2025,4950.7,6973.45,-32.8,-62.9,12.3,Ordoñez,Córdoba,Argentina
1Z0S770AHME12fdbe73e,2021,5/7/2021,S770,12/9/2025,3960.7,7250.95,48.7,30.5,8.85,Бабанка,Cherkasy Oblast,Ukraine
1J0S760BAL0130176,2019,3/5/2020,S760,12/9/2025,3110.2,4453.9,-31.6,-63.3,10.5,Luque,Córdoba,Argentina
1CQS670ATG0110321,2016,1/28/2016,S670,8/15/2025,3076.35,4349.15,-18.4,-52.5,10.6,,Goiás,Brazil
1H0S670SKC075c56d427,2013,11/26/2012,S670,12/5/2025,4971.2,7945.8,49.2,25.9,5.6,Хоростків,Ternopil Oblast,Ukraine
1H0S680STF0775280,2015,1/28/2015,S680,12/10/2025,3790.1,5171.6,-35.3,144.1,10.3,Tullakool,New South Wales,Australia
1Z0S680AHGC102088,2016,4/20/2016,S680,12/11/2025,3732.65,4677.25,-31.6,116.9,12,Meenaar,Western Australia,Australia
1Z0S770AKKD136b08d26,2019,5/14/2019,S770,12/11/2025,3054.65,4950.25,49.3,33.6,5.6,Ламане,Poltava Oblast,Ukraine
1CQS660AJE0090146,2014,7/21/2014,S660,12/3/2025,4411.3,6799.7,-14.2,-50.3,12,Nova Crixás,Goiás,Brazil
1J0S660BAF0090026,2015,2/4/2015,S660,10/28/2025,7040.45,10696.9,0,0,6.3,,,
1J0S680BHF0110127,2015,10/23/2015,S680,12/7/2025,5221.35,7339.55,-32.1,-61.6,11,Casas,Santa Fe,Argentina
1Z0S770AEKE1de1af6a7,2019,4/16/2019,S770,11/10/2025,4430.8,6869.45,48.4,32.6,5.6,Новоандріївка,Kirovohrad Oblast,Ukraine
1CQS670ACJ0125396,2018,10/30/2018,S670,12/9/2025,3921.8,5573.7,-22.8,-55.1,10.4,,Mato Grosso do Sul,Brazil
1H0S660SCC078251aa01,2012,2/22/2012,S660,12/1/2025,3366.0498,4723.8335,48.6,31.6,9.099999,Лозуватка,Kirovohrad Oblast,Ukraine
1J0S670BAF0090064,2015,4/11/2015,S670,12/5/2025,3008.95,4213.6,-31.5,-64,9.4,Toledo,Córdoba,Argentina
1Z0S680BCHR1bab8258c,2017,2/3/2017,S680H,12/11/2025,3237.05,5149.05,49,17,6,Nenkovice,South Moravian,Czech Republic
1Z0T660AKCL04403835d,2013,12/1/2012,T660,12/11/2025,5261.8496,8604.134,49.1,26.4,,Івахнівці,Khmelnytskyi Oblast,Ukraine
1CQS540AEG0110480,2016,10/6/2016,S540,10/28/2025,3393.5,4604.1,-24.3,-53.8,,Palotina,Paraná,Brazil
1Z0S780BVJR17fbcc5c7,2018,2/12/2018,S780,9/9/2025,3524.7,4885.45,49.6,17.7,9,Olšovec,Olomouc,Czech Republic
1Z0T660ALCE0315f387e,2013,11/1/2012,T660,12/9/2025,3895.5999,5541.85,48.8,27.9,5.6,Каришків,Vinnytsia Oblast,Ukraine
1J0S670BJG0110309,2016,12/29/2016,S670,12/11/2025,4282.65,6827.25,-33.9,-60.5,12,Pergamino,Buenos Aires Province,Argentina
1Z0S670ATGB102371,2016,6/1/2016,S670,11/19/2025,3133.95,4344.65,-29.5,148.9,12,Bullarah,New South Wales,Australia
1CQS670APH0120124,2017,2/9/2017,S670,11/28/2025,3798.35,5170.05,-21.7,-55.5,7.5,Maracaju,Mato Grosso do Sul,Brazil
1J0S660BCF0110109,2015,9/1/2015,S660,12/11/2025,4200,6126.6,-34,-62.7,10.5,La Cesira,Córdoba,Argentina
1J0S670BAG0110217,2016,8/18/2016,S670,12/10/2025,4598.55,8131.5,-31.1,-63,12,Marull,Córdoba,Argentina
1J0S770BCM0135172,2020,4/17/2021,S770,12/11/2025,4274.35,6067.65,-33.2,-60.8,12.1,Carmen del Sauce,Santa Fe,Argentina
1H0S670STD0755893,2013,2/4/2013,S670,11/15/2025,3193.2,4849.85,-26.6,27.4,6.2999997,Merafong City NU,Gauteng,South Africa
1J0S670BVH0120231,2017,9/6/2017,S670,12/3/2025,4449.65,5834.8,-34.3,-64.3,10.5,Del Campillo,Córdoba,Argentina
1Z0S680AJGC102827,2016,7/27/2016,S680,12/11/2025,3020.3,3847.85,-28.1,114.9,12,Binnu,Western Australia,Australia
1H0S690SVC0713ecfe89,2012,4/18/2012,S690,11/11/2025,3416.2,5147.35,43.8,22.8,9.4,Държаница,Vidin,Bulgaria
1CQS680ALG0110478,2016,7/29/2016,S680,12/10/2025,3507.5,5216.05,-19,-49.4,12.12,Ituiutaba,Minas Gerais,Brazil
1H0S660SCE0765731,2014,5/9/2014,S660,12/11/2025,4494.1,5996.15,-30.1,116.8,12,Jibberding,Western Australia,Australia
1H0S680SPD0757148,2013,7/1/2013,S680,11/17/2025,3090.25,4420.55,47.2,-99,12.192,Pingree,North Dakota,United States
1H0S680SVC0745795,2012,2/17/2012,S680,11/21/2025,3172.15,4144.8,47.3,-99.4,10.058,Sykeston,North Dakota,United States
1Z0S660AEFB07c3f780f,2015,7/21/2015,S660,10/30/2025,3421.65,6019.45,54.4,67,9.143999,,North Kazakhstan,Kazakhstan
1H0S660SED0755710,2013,3/8/2013,S660,8/15/2025,3898.15,7074.8,0,0,8.2,,,
1H0S690SLD0765216,2014,12/13/2013,S690,11/19/2025,3431.25,4643.9,36.1,-102.7,9.144,Dalhart,Texas,United States
1J0S680BJH0120152,2017,10/12/2017,S680,11/27/2025,3607.05,4673.95,-33.3,-63.7,8.4,Alejandro Roca,Córdoba,Argentina
1J0S670BCG0110241,2016,10/12/2016,S670,11/12/2025,4140.25,6260.95,-34.3,-62.7,8.4,Rufino,Santa Fe,Argentina
1CQS670AEF0110105,2015,5/13/2015,S670,8/26/2025,4007.5,5865.25,-21.1,-56.8,7.5,,Mato Grosso do Sul,Brazil
1J0S670BKG0110261,2016,11/7/2016,S670,12/1/2025,6462.55,8845.5,-32.3,-63.9,9.45,General Fotheringham,Córdoba,Argentina
1J0S670BVH0120150,2017,4/19/2017,S670,11/26/2025,4760.55,6431.65,-31.9,-63.8,9.45,Oncativo,Córdoba,Argentina
1Z0S680AHHC110e2735a,2017,3/28/2017,S680,11/24/2025,3258.0999,6192.55,50.6,31,8.9,Вільне,Kyiv Oblast,Ukraine
1Z0W540AEHD1b1658f32,2017,1/6/2017,W540,10/1/2025,3238.7498,5417.9,50.5,59.1,9.143999,,Aktobe,Kazakhstan
1H0S660SEC0745936,2012,3/7/2012,S660,9/2/2025,5421.6,9985.55,25.9,-109.1,6,Ahome,Sinaloa,Mexico
1H0S680SAD0757061,2013,6/21/2013,S680,12/2/2025,3014.9,4403.95,39.1,-85.5,10.516,North Vernon,Indiana,United States
1H0S660SVD07e623b816,2013,3/11/2013,S660,9/16/2025,4871.65,7626.5,46.2,29.3,5.6,Перемога,Odesa Oblast,Ukraine
1J0S660BEH0120150,2017,5/18/2017,S660,12/11/2025,4014.25,5520.05,-31,-61,9,Providencia,Santa Fe,Argentina
1J0S680BCH0120122,2017,6/1/2017,S680,12/11/2025,5897.45,8247.9,-38.1,-58.9,13.6,Lobería,Buenos Aires Province,Argentina
1Z0T660AAGE010a0df69,2016,2/17/2016,T660,12/9/2025,3772.5498,5726.8,-12,-77,9,Lima,Lima Province,Peru
1Z0S660AKHA12b4ad6db,2017,4/11/2017,S660,12/9/2025,5026.55,7333.85,50.9,31.2,5.6,Берлози,Chernihiv Oblast,Ukraine
1Z0T660BTEL08e8f5e72,2014,5/1/2014,T660,10/28/2025,3381.65,5159.1,42.7,-2.4,,Campezo,Álava,Spain
1H0S670SED0756944,2013,5/15/2013,S670,10/3/2025,3132.4998,4217.9,49.8,-101.8,10.363,Fairlight,Saskatchewan,Canada
1H0S680SAC0747841,2012,12/21/2012,S680,11/27/2025,3937.05,6251.45,-16.2,-47.6,9.9,Cristalina,Goiás,Brazil
1H0S670SVC0748481,2012,10/4/2012,S670,11/29/2025,3094.4,4370.3,40.1,-74.8,10.668,Burlington,New Jersey,United States
1J0S660BEH0120245,2017,12/6/2017,S660,9/18/2025,3946.75,5467.5,-31.7,-58.6,9,Jubileo,Entre Ríos,Argentina
1Z0S660ATEB079f81f56,2014,3/1/2014,S660,10/22/2025,5532.2,8012.15,53.5,74.2,11.43,,Pavlodar,Kazakhstan
1Z0T660ACDE08f32d026,2013,1/1/2013,T660,12/3/2025,4926.4,7494.75,48.7,31.7,7.2,Мар'янопіль,Kirovohrad Oblast,Ukraine
1H0S670SKD0755637,2013,1/11/2013,S670,9/19/2025,5612.65,7402.9,-29.2,25.9,8,Bloemfontein,Free State,South Africa
1Z0T660APJT1845acf90,2019,11/13/2018,T660,11/27/2025,3257.25,4812.9,41.7,0.9,5.76,Linyola,Lleida,Spain
1Z0W660ACHD130712ae6,2017,4/20/2017,W660,12/4/2025,3034.2998,4676.35,49.1,33.8,5.3999996,Малики,Poltava Oblast,Ukraine
1H0S680SCD0755338,2013,1/3/2013,S680,9/29/2025,3877.55,6883.4,43.3,26.6,,Търговище,Targovishte,Bulgaria
1Z0T670AKDE0fb320db6,2013,5/1/2013,T670,12/10/2025,3403.4,6127.75,48.2,30.2,5.6,Синицівка,Kirovohrad Oblast,Ukraine
1H0S660STE0775010,2015,11/14/2014,S660,12/11/2025,3575.45,6250.6,-26.9,27,8.94,Tlokwe City Council NU,North West,South Africa
1H0S680STE0766898,2014,6/6/2014,S680,12/11/2025,3003,4205.75,-36.3,141.5,12,Nhill,Victoria,Australia
1J0S680BTF0110133,2016,11/3/2015,S680,12/11/2025,5252.1,7278.35,-33.4,-60.9,12,Santa Teresa,Santa Fe,Argentina
1J0S680BVF0090022,2015,3/25/2015,S680,11/11/2025,5683.15,8035.4,-27.1,-61.8,12,El Bravo,Santiago del Estero,Argentina
1Z0S690ALGR16ec905d5,2016,5/31/2016,S690,11/14/2025,3412.2,4647.35,47.5,18.7,9,Mány,Fejér,Hungary
1Z0S770AEJD1be760799,2018,2/13/2018,S770,12/8/2025,4397.85,6759.35,51.1,24.3,6,Охотники,Volyn Oblast,Ukraine
1Z0W550AEBD0f9778fad,2012,12/1/2011,W550,10/22/2025,3792.2998,5828.3,51.6,67.4,9.143999,,Akmola,Kazakhstan
1H0S660SJG0785396,2016,6/22/2016,S660,11/19/2025,3058.2,4678.5,54.8,69.7,9.143999,,North Kazakhstan,Kazakhstan
1J0S550BKG0110137,2016,2/22/2017,S550,12/11/2025,4381.6,6206.1,-26.7,-60.7,11,Avia Terai,Chaco,Argentina
1H0S670SCE0766481,2014,3/27/2014,S670,11/19/2025,3558.6,4642.2,0,0,6.096,,,
1H0S670SLC0755143,2013,11/20/2012,S670,6/24/2025,5800.2495,0,-26.3,28.7,9.139999,Victor Khanye NU,Mpumalanga,South Africa
1H0S680SEC0748024,2012,10/3/2012,S680,12/9/2025,3046.25,4718.75,39.6,-98.7,9.144,Portis,Kansas,United States
1J0S670BJE0090026,2014,12/24/2014,S670,7/16/2025,6269.5,9604.15,-27.3,-61.8,9.45,El Bravo,Santiago del Estero,Argentina
1Z0T660AHEL04175d505,2014,4/1/2014,T660,11/3/2025,3081.2,4418.9,47.5,0.1,4.4999995,Noyant-Villages,Maine-et-Loire,France
1J0S660BCG0110273,2016,2/20/2017,S660,12/11/2025,4927.35,7597.8,-35.8,-62.8,10.66,Trenque Lauquen,Buenos Aires Province,Argentina
1J0S670BLG0110283,2016,12/2/2016,S670,10/22/2025,3096.45,5494.4,-33.9,-64.4,10.5,Vicuña Mackenna,Córdoba,Argentina
1H0S660STB0745162,2011,5/19/2011,S660,6/20/2025,3104.45,5178.85,26.1,-109.1,6.096,Ahome,Sinaloa,Mexico
1J0S670BEJ0120368,2017,1/29/2018,S670,12/7/2025,3766.65,6690.25,-30.8,-59.4,11.9,La Paz,Entre Ríos,Argentina
1J0S670BEH0120266,2017,10/2/2017,S670,12/7/2025,3515.35,5255.2,-30.7,-59.6,12,La Paz,Entre Ríos,Argentina
1H0S680SLC077690a7d1,2012,4/9/2012,S680,10/11/2025,3420.7,5718.85,44.1,23.8,12,Segarcea,Dolj,Romania
1J0S770BAK0130117,2019,7/12/2019,S770,12/11/2025,5406.7,7420.7,-33.8,-61.9,,Venado Tuerto,Santa Fe,Argentina
1Z0T660APDL0ae3c7564,2014,11/1/2013,T660,10/29/2025,4049.45,6030.95,40.9,-1.7,7,Campillo de Dueñas,Guadalajara,Spain
1J0S670BCF0110111,2015,8/12/2015,S670,12/11/2025,6733.25,10305.7,-37.2,-58.5,11.2,La Constancia,Buenos Aires Province,Argentina
1Z0S680ATGC102225,2016,5/11/2016,S680,12/11/2025,3553.05,4523.15,-30.4,116.8,12.2,Pithara,Western Australia,Australia
1CQS670AAH0120373,2017,12/8/2017,S670,10/31/2025,3616.2,5641.15,-12.3,-55.1,9,,Mato Grosso,Brazil
1J0S670BHH0120332,2017,12/21/2017,S670,12/11/2025,3615.7,5191.35,-32.6,-63,10.51,Ballesteros Sud,Córdoba,Argentina
1J0S670BVG0110295,2016,1/18/2017,S670,12/11/2025,3249.8,5322,-38.2,-58.8,10.6,Lobería,Buenos Aires Province,Argentina
1H0S680SJD0765401,2014,11/21/2013,S680,11/18/2025,3079.35,4654.55,46.9,-96.1,12.192,Lake Park,Minnesota,United States
1J0S670BCH0120292,2017,11/23/2017,S670,12/11/2025,7881.45,11447.35,-38.1,-60,12.1,Adolfo Gonzales Chaves,Buenos Aires Province,Argentina
1J0S670BTH0120190,2017,7/4/2017,S670,12/11/2025,5720.6,8170.65,-31.5,-61.7,12,Estación Clucellas,Santa Fe,Argentina
1Z0S680AAHC19acbde57,2017,6/19/2017,S680,12/11/2025,6724.65,12032.55,51.7,30.7,8.4,Любеч,Chernihiv Oblast,Ukraine
1CQS550APL0135397,2020,11/25/2020,S550,12/11/2025,3157.95,4783.9,-16.5,-54.8,7,Rondonópolis,Mato Grosso,Brazil
1H0S680SPF0775703,2015,4/8/2015,S680,11/28/2025,3486,4878.85,-31.7,149.7,12,Coolah,New South Wales,Australia
1CQS680AHE0090103,2014,10/14/2014,S680,8/25/2025,4117.2,6565.75,-13.3,-46,9,São Desidério,Bahia,Brazil
1J0S660BKH0120235,2017,10/31/2017,S660,12/10/2025,3897.9,5669.5,-38.2,-60,10.5,Adolfo Gonzales Chaves,Buenos Aires Province,Argentina
1J0S670BKK0125125,2018,3/21/2019,S670,12/10/2025,3341.15,4733.3,-37.6,-60.7,12,Laprida,Buenos Aires Province,Argentina
1Z0S670ACHA145e30e3a,2017,2/9/2017,S670,11/27/2025,3106.7,4399.05,49.3,30,5.6,Олександрівка,Cherkasy Oblast,Ukraine
1H0S680SAE0766053,2014,3/20/2014,S680,12/11/2025,4495.45,5721.75,-31.7,118.2,15,Korbel,Western Australia,Australia
1J0S660BKG0110271,2016,2/10/2017,S660,12/9/2025,5209.85,7099.2,-31.6,-60.8,10.67,Santo Tomé,Santa Fe,Argentina
1Z0S670AVFA0c84bd720,2015,5/8/2015,S670,11/29/2025,4322.7495,6801.85,49.5,26.4,9,Порохня,Khmelnytskyi Oblast,Ukraine
1Z0T560APBH00cbc6ce8,2012,12/1/2011,T560,11/27/2025,3548.15,5682,48.1,21.7,4.5699997,Ibrány,Szabolcs-Szatmár-Bereg,Hungary
1H0S780SAJ0800449,2018,1/25/2018,S780,11/13/2025,3115.3,4298.1,0,0,9.144,,,
1Z0S770ACJD11401bf2e,2018,3/19/2018,S770,12/11/2025,4720.3,7674,49.7,25.8,5.6,Малий Глибочок,Ternopil Oblast,Ukraine
1Z0W650ACDD0761bfbc9,2013,7/1/2013,W650,11/17/2025,3393.65,4839.15,55.2,68.8,9.143999,,North Kazakhstan,Kazakhstan
1H0S670SVC07fedaf0f3,2012,9/18/2012,S670,12/11/2025,3089.3,4599.95,50.4,29.9,5.6,Копилів,Kyiv Oblast,Ukraine
1Z0S770AHME1d089ae0b,2021,4/27/2021,S770,12/9/2025,3042.1,3586.65,47.9,35.4,7.6,Новософіївка,Zaporizhzhia Oblast,Ukraine
1Z0W650BTDL014944d12,2014,12/1/2013,W650,10/26/2025,4926.6,7433.05,0,0,7,,,
1CQS550AVH0120296,2017,11/22/2017,S550,12/9/2025,3477.15,4943.45,-32.7,-58.9,6.82,Urdinarrain,Entre Ríos,Argentina
1H0S670SCE0765761,2014,2/20/2014,S670,6/21/2025,3508.5,5905.55,25.7,-108.8,6.4,Guasave,Sinaloa,Mexico
1J0S670BCJ0120436,2017,11/13/2018,S670,12/11/2025,4299.65,6921.95,-38.3,-61.7,12,Coronel Pringles,Buenos Aires Province,Argentina
1J0S680BTF0090014,2015,3/2/2015,S680,12/10/2025,3383.05,4984.65,-31.3,-61.6,10,Villa San José,Santa Fe,Argentina
1H0S680SHE0767111,2014,6/28/2014,S680,12/8/2025,3090.75,5197.65,-32.9,-55.4,12,Durazno,,Uruguay
1J0S760BLL0130163,2019,1/31/2020,S760,12/11/2025,4146.4,5390.65,-36.8,-63.6,10.4,Lonquimay,La Pampa,Argentina
1H0S680SCE0766043,2014,3/18/2014,S680,1/13/2025,3655.5999,4752.8,-33.7,116.6,12.099999,Dinninup,Western Australia,Australia
1H0S680SEC0747827,2012,9/28/2012,S680,12/11/2025,4295.65,7254.85,-34.6,-56.5,12.1,Libertad,San José,Uruguay
1H0S680SCD0765965,2014,12/19/2013,S680,9/27/2025,3250.2,4584.05,49.5,-111.2,12.192,Etzikom,Alberta,Canada
1H0S680SEC0746497,2012,5/25/2012,S680,12/11/2025,3977.95,5191,-32.3,117.3,12.2,Aldersyde,Western Australia,Australia
1Z0S780AEJF112253,2018,7/13/2018,S780,12/11/2025,4420.5,5518,-30.2,117.4,18,Kalannie,Western Australia,Australia
1J0S660BCH0120206,2017,9/11/2017,S660,11/25/2025,3070.4,4464.15,-31.6,-61.5,10.4,Sa Pereyra,Santa Fe,Argentina
1Z0S680BAHC140c1176f,2017,2/1/2017,S680H,11/21/2025,3628.95,5180,-12,-77.1,8.4,Lima,Lima Province,Peru
1H0S680SCC0746291,2012,5/2/2012,S680,12/11/2025,5879.5,7519.45,-30.7,116.7,12,Kondut,Western Australia,Australia
1Z0S770APMD1d4110aaa,2021,5/25/2021,S770,11/28/2025,3803.65,6479.45,48.9,30.7,9.1,Тальне,Cherkasy Oblast,Ukraine
1Z0S780ACLF1a4a6f7d5,2020,5/28/2020,S780,12/11/2025,3068.9,5028.3,49,25.4,8.8,Сороки,Ternopil Oblast,Ukraine
1Z0S680ACHC106928,2017,6/16/2017,S680,12/11/2025,3364.6,4953.4,-35.8,143.5,13.3,Quambatook,Victoria,Australia
1CQS550AEJ0125414,2018,11/22/2018,S550,12/11/2025,3081.05,4819.1,-24.9,-54.2,9.15,Diamante d'Oeste,Paraná,Brazil
1Z0S760APHD14480f2d5,2018,12/14/2017,S760,11/4/2025,3607.4,5527.9,46.2,29.4,5.6,Нові Каплани,Odesa Oblast,Ukraine
1Z0S670ATHC106531,2017,5/8/2017,S670,12/7/2025,3623.7,4972.45,-24.5,150.2,12,Banana,Queensland,Australia
1Z0W660AEJD1d8c816d5,2018,4/3/2018,W660,10/22/2025,4040.65,5451.15,48.6,33.1,5.6,Головківське,Kirovohrad Oblast,Ukraine
1CQS660AKJ0125471,2018,12/6/2018,S660,12/3/2025,3279.1,5258.45,-13.6,-59.3,7.65,,Mato Grosso,Brazil
1Z0S680AJGC102570,2016,6/23/2016,S680,12/11/2025,3309.75,4595.55,-33.9,146.4,12,Erigolia,New South Wales,Australia
1Z0S680AKHC106862,2017,6/9/2017,S680,12/11/2025,3025.2,4184.35,-36.1,142.6,13.5,Brim,Victoria,Australia
1Z0S670ATEM0bf2be4c0,2014,2/1/2014,S670,12/5/2025,3456.8499,6048.25,47.7,30.1,9,,Odesa Oblast,Ukraine
1Z0S680BKGR133fe2af3,2016,1/5/2016,S680H,12/10/2025,3202.3499,4686.4,49.5,14.2,10.499999,Kostelec nad Vltavou,South Bohemian,Czech Republic
1H0S670SCC0748124,2012,9/6/2012,S670,11/26/2025,3011.8,4807.65,0,0,9.144,,,
1H0S670SJD0756658,2013,4/29/2013,S670,12/8/2025,3866.8499,5643.5,-27.7,24.7,7.2,Phokwane NU,Northern Cape,South Africa
1H0S670SLF0775851,2015,4/28/2015,S670,12/9/2025,3350.45,5031.1,49.2,-98,18.288,Stanley,Manitoba,Canada
1H0S670SVC0747363,2012,6/29/2012,S670,11/24/2025,3248.6,5058.95,36.8,-90,9.144,Dexter,Missouri,United States
1J0S670BAG0110279,2016,11/21/2016,S670,12/11/2025,4326.7,6383.8,-35.1,-60.7,12,La Limpia,Buenos Aires Province,Argentina
1CQS660AAF0110238,2016,10/19/2015,S660,9/18/2025,3300.7,5456.2,-24.7,-57.2,,Villa del Rosario,San Pedro,Paraguay
1J0S660BKG0110190,2016,10/6/2016,S660,12/11/2025,4115.9,6664.6,-35.4,-60.2,8.4,Veinticinco de Mayo,Buenos Aires Province,Argentina
1J0S670BPH0120207,2017,7/31/2017,S670,11/21/2025,5096.65,9999,-31.7,-63.8,7.35,Costa Sacate,Córdoba,Argentina
1Z0S670AAGC102342,2016,5/27/2016,S670,1/9/2025,3416.45,4097.1,-31.7,117.2,12,Cunderdin,Western Australia,Australia
1J0S670BEH0120218,2017,9/11/2017,S670,12/10/2025,3019,4623.95,-34.5,-60.8,12,Junín,Buenos Aires Province,Argentina
1J0S770BAL0130149,2019,1/13/2020,S770,12/10/2025,3670.2,6058.45,-29.8,-62,11.02,Ceres,Santa Fe,Argentina
1Z0S780AJJF1c079d65c,2018,4/24/2018,S780,12/11/2025,4211.5,6663.45,51.1,24.9,5.6,Дроздні,Volyn Oblast,Ukraine
1Z0W660BJHR14423229b,2017,4/19/2017,W660,12/5/2025,3536.7,5247.05,38.7,-1.4,,Fuente-Álamo,Albacete,Spain
1CQS680ALF0110351,2016,11/25/2015,S680,12/8/2025,3712.15,5299.15,-12.6,-55.9,12,,Mato Grosso,Brazil
1H0S660SEG07823051f8,2016,6/14/2016,S660,10/12/2025,3034,4618.85,51.5,68.1,9.143999,,Akmola,Kazakhstan
1H0S660STC0746488,2012,5/30/2012,S660,12/9/2025,3448.3,4874.25,-33.3,147.7,12.2,Bedgerabong,New South Wales,Australia
1Z0W540AAED02ed0de19,2014,3/1/2014,W540,11/19/2025,3339.4998,4976.75,45.4,79.8,4.2,,Zhetisu,Kazakhstan
1H0S660SEG075a71cc0a,2016,6/20/2016,S660,10/26/2025,3481.7498,4874.55,53,66.5,9.143999,,North Kazakhstan,Kazakhstan
1H0S660SVG07ffa139b6,2016,6/15/2016,S660,10/12/2025,3884.15,5833.9,51.4,68.4,9.143999,,Akmola,Kazakhstan
1H0S690SED0755420,2013,4/4/2013,S690,12/11/2025,3619.3,4575,-33.5,117.3,12.1,Boyerine,Western Australia,Australia
1J0S660BKH0120171,2017,7/10/2017,S660,12/9/2025,3210.75,5009.1,-31.7,-61.6,8.78,San Vicente,Santa Fe,Argentina
1J0S670BJE0090012,2014,12/15/2014,S670,12/11/2025,9560.8,13323.75,-37.5,-63,12,San Miguel Arcangel,Buenos Aires Province,Argentina
1J0S660BLJ0125125,2018,11/22/2018,S660,12/11/2025,3881.45,5432.9,-38.6,-59.1,10.5,Ramón Santamarina,Buenos Aires Province,Argentina
1J0S670BCG0110210,2016,8/4/2016,S670,12/11/2025,5747.4,8297.5,-37.4,-62.4,12,Espartillar,Buenos Aires Province,Argentina
1J0S680BTF0090031,2015,4/8/2015,S680,12/11/2025,7723.15,11693.85,-34.7,-62.9,12,Emilio Bunge,Buenos Aires Province,Argentina
1J0S660BVF0090042,2015,3/23/2015,S660,12/11/2025,3307.55,4841.1,-34.4,-59.6,10.5,Duggan,Buenos Aires Province,Argentina
1H0S660SAG075cea5f7c,2016,6/17/2016,S660,10/21/2025,3132.15,4624.55,53.8,69.8,9.143999,,North Kazakhstan,Kazakhstan
1J0S660BKJ0125117,2018,9/7/2018,S660,12/7/2025,5434.2,8122.4,-27.4,-57.6,9,Berón de Astrada,Corrientes,Argentina
1CQS680AEE0090040,2014,8/28/2014,S680,11/21/2025,3467.2,5384.9,-13.5,-57.5,9.9,,Mato Grosso,Brazil
1Z0T560AVFL08fab4397,2016,12/7/2015,T560,11/21/2025,3139.4,4831.4,46.8,21,4.56,Mezőberény,Békés,Hungary
1Z0S660APDL0e9587247,2013,3/1/2013,S660,11/10/2025,4326.4,7267.35,44.9,7.7,6.0959997,Carignano,Turin,Italy
1H0S670SVD0757330,2013,6/12/2013,S670,11/24/2025,3155.85,4754.7,40.8,-95.5,6.096,Farragut,Iowa,United States
1J0S660BCJ0125100,2018,6/28/2018,S660,12/11/2025,5817.2,8703.1,-37.4,-62.8,10.5,Puán,Buenos Aires Province,Argentina
1J0S670BJH0120324,2017,12/7/2017,S670,12/11/2025,5062.95,8004.2,-38,-58.8,12.1,Lobería,Buenos Aires Province,Argentina
1H0S670SPE0766363,2014,3/20/2014,S670,11/24/2025,3274.05,4559.55,47.3,-98.7,10.516,Kensal,North Dakota,United States
1J0S660BHG0110179,2016,7/13/2016,S660,12/11/2025,6670.4,9903.95,-31.1,-61.6,10.66,Egusquiza,Santa Fe,Argentina
1Z0S770AAHE1ed051759,2018,11/29/2017,S770,11/15/2025,5197.1,7734.35,50.3,30.8,8.4,Вишеньки,Kyiv Oblast,Ukraine
